17	8	2	3.5	3.5
17	9	2	2	3.5
17	10	2	4	3.5
18	1	2	4	2.5
18	2	1	3.5	2.5
18	3	2	4	3
18	4	2	3.5	2
18	5	2	2	2
18	6	1	2.5	3.5
18	7	1	2	3.5
18	8	2	4	2.5
18	9	1	3	3.5
18	10	1	2.5	3.5
19	1	2	3	2
19	2	2	3	4
19	3	2	3.5	2
19	4	2	2	4
19	5	2	2.5	2.5
19	6	2	2.5	2
19	7	2	2	3
19	8	2	4	4
19	9	2	4	4
19	10	2	2	3.5
20	1	2	3.5	3
20	2	1	2.5	3.5
20	3	1	2.5	4
20	4	2	3	4
20	5	2	4	3
20	6	2	4	3.5
20	7	1	3.5	4
20	8	2	3	3
20	9	2	3.5	2.5
20	10	1	2.5	2
21	1	2	2	2.5
21	2	2	3.5	3
21	3	2	2.5	2.5
21	4	2	3	2
21	5	1	2.5	4
21	6	1	2	4
21	7	1	2	4
21	8	1	3	3.5
21	9	2	3.5	2
21	10	2	2.5	2
22	1	1	3	2.5
22	2	2	4	2.5
22	3	1	3	2.5
22	4	2	3	2
22	5	2	2.5	2.5
22	6	2	3.5	4
22	7	2	4	2
22	8	2	4	2.5
22	9	1	2.5	2.5
22	10	1	4	3
23	1	1	3	3.5
23	2	1	3	3
23	3	1	3.5	4
23	4	1	2.5	2.5
23	5	1	3	4
23	6	1	4	2.5
23	7	1	3	3
23	8	1	2.5	2.5
23	9	1	3	2
23	10	1	2	4
24	1	2	3	2.5
24	2	1	2	3.5
24	3	2	3	2.5
24	4	2	4	4
24	5	1	3.5	3
24	6	1	2	2
24	7	2	2.5	4
24	8	2	3.5	3.5
24	9	2	3	2
24	10	1	4	3.5
25	1	2	2.5	3
25	2	2	3.5	2
25	3	1	2.5	3
25	4	2	2	2.5
25	5	1	4	2
25	6	2	4	4
25	7	1	2	3.5
25	8	1	3.5	3.5
25	9	1	2.5	2.5
25	10	1	2.5	4
26	1	2	3.5	3.5
26	2	1	2.5	3.5
26	3	2	3.5	2
26	4	2	4	3
26	5	2	4	4
26	6	2	2	3
26	7	1	3.5	4
26	8	1	2.5	4
26	9	2	3.5	2
26	10	2	3.5	2
27	1	1	2	2.5
27	2	2	3	2
27	3	2	2.5	3
27	4	2	2	2.5
27	5	1	2.5	2
27	6	2	4	2.5
27	7	1	2	4
27	8	2	3.5	2
27	9	2	3	3
27	10	2	3	2.5
28	1	2	4	2.5
28	2	2	3.5	3.5
28	3	1	2	3.5
28	4	2	4	2.5
28	5	1	3	4
28	6	1	2.5	3
28	7	2	3.5	2.5
28	8	1	3	2.5
28	9	2	2.5	2
28	10	2	2.5	2.5
29	1	1	3	2.5
29	2	1	3.5	3
29	3	1	4	3
29	4	2	2	4
29	5	1	3	2.5
29	6	1	3	3
29	7	2	2.5	2
29	8	1	2.5	4
29	9	1	3.5	2.5
29	10	1	4	3.5
30	1	2	4	3
30	2	1	3	4
30	3	1	3.5	3.5
30	4	1	3.5	4
30	5	2	2.5	2
30	6	1	2.5	3.5
30	7	2	2.5	2
30	8	1	2	3.5
30	9	2	4	3
30	10	2	2.5	3
31	1	1	2.5	2.5
31	2	1	3.5	4
31	3	1	2	4
31	4	2	3	2
31	5	1	2	3
31	6	1	2	3
31	7	2	3.5	2.5
31	8	2	3.5	4
31	9	1	3.5	3
31	10	2	2.5	2.5
32	1	1	2.5	2
32	2	2	2.5	4
32	3	2	4	2.5
32	4	2	3.5	2.5
32	5	1	3	3
32	6	1	3	3.5
32	7	2	3.5	2
32	8	1	2	4
32	9	2	2.5	3
32	10	2	4	2
33	1	2	2	3
33	2	1	2.5	2
33	3	2	4	3
33	4	2	3.5	3
33	5	2	4	3
33	6	2	4	2
33	7	1	2	4
33	8	1	3	2.5
33	9	1	2	3.5
33	10	1	2	3.5
34	1	2	3.5	2.5
34	2	1	3.5	2.5
34	3	2	2	2.5
34	4	2	4	3.5
34	5	1	3	3.5
34	6	1	2	3.5
34	7	2	2.5	2.5
34	8	1	4	4
34	9	2	3	3
34	10	2	3	3
35	1	2	3.5	3.5
35	2	1	3	3
35	3	2	4	3
35	4	1	2.5	2.5
35	5	1	2.5	3.5
35	6	1	3.5	3
35	7	2	2	2
35	8	1	3.5	2.5
35	9	2	4	4
35	10	1	3	4
36	1	1	3.5	3
36	2	1	3.5	3
36	3	1	2.5	2.5
36	4	1	3	4
36	5	1	4	4
36	6	2	4	3.5
36	7	1	4	4
36	8	1	2	2
36	9	2	3	2
36	10	1	3	3.5
37	1	2	2.5	2
37	2	1	2	3
37	3	2	4	3
37	4	1	2.5	3.5
37	5	2	2	2.5
37	6	1	3	3.5
37	7	2	4	2
37	8	1	2	2.5
37	9	2	3.5	2.5
37	10	2	3.5	2.5
38	1	1	2	4
38	2	2	4	2
38	3	2	3	4
38	4	2	4	2
38	5	2	3.5	2.5
38	6	1	2.5	3.5
38	7	1	2.5	4
38	8	2	2.5	2
38	9	1	2	3.5
38	10	2	3.5	3
39	1	1	2.5	2.5
39	2	1	3.5	2
39	3	1	4	4
39	4	1	3.5	4
39	5	1	2	4
39	6	1	2.5	4
39	7	1	2.5	4
39	8	1	2	3.5
39	9	1	4	3.5
39	10	1	2.5	2
40	1	2	3	3.5
40	2	2	4	3.5
40	3	2	2	2
40	4	2	3.5	3
40	5	1	2.5	3
40	6	2	2.5	3
40	7	2	3.5	3.5
40	8	1	2.5	3
40	9	2	4	3
40	10	2	2.5	2.5
41	1	1	3	3.5
41	2	2	2.5	2
41	3	2	3	2
41	4	1	2	2.5
41	5	1	2	3
41	6	2	2	2
41	7	1	2.5	2.5
41	8	2	4	2.5
41	9	1	3.5	4
41	10	2	3	2.5
42	1	2	2.5	2.5
42	2	2	4	2
42	3	2	4	2
42	4	1	2	4
42	5	1	2	3
42	6	1	3	2.5
42	7	2	3	2
42	8	1	2.5	2.5
42	9	2	3	2
42	10	2	4	2
43	1	2	3	3
43	2	1	2.5	4
43	3	2	3	3
43	4	2	3.5	3.5
43	5	1	3.5	2.5
43	6	1	2.5	2
43	7	2	3.5	3
43	8	2	4	3.5
43	9	2	4	2.5
43	10	1	2.5	4
44	1	1	2.5	3.5
44	2	2	3	3
44	3	2	4	2
44	4	2	3	2
44	5	1	2	2.5
44	6	2	2	3
44	7	2	4	3.5
44	8	1	2.5	3
44	9	2	2.5	2
44	10	1	3	3.5
45	1	1	4	3
45	2	1	2.5	2.5
45	3	1	2	2.5
45	4	1	3	2
45	5	1	3.5	4
45	6	1	2	3.5
45	7	1	2	2
45	8	1	2.5	2.5
45	9	1	2	4
45	10	1	2.5	4
46	1	1	3	4
46	2	2	2	2
46	3	1	3	3
46	4	1	2.5	4
46	5	1	2	3.5
46	6	1	3	3.5
46	7	2	3.5	3
46	8	1	2	4
46	9	1	3	2.5
46	10	2	4	2
47	1	1	3	2.5
47	2	1	2.5	2
47	3	1	2.5	4
47	4	2	2	2.5
47	5	1	3	2.5
47	6	1	2	3.5
47	7	1	3	4
47	8	2	4	3
47	9	1	2	4
47	10	2	3	4
48	1	2	3.5	2
48	2	1	3	2.5
48	3	1	4	2
48	4	2	2.5	2
48	5	2	4	2.5
48	6	2	3.5	2
48	7	2	3.5	3
48	8	1	2	2
48	9	1	3	3.5
48	10	1	4	3.5
49	1	1	2	4
49	2	1	4	3
49	3	1	2.5	2.5
49	4	1	3	2
49	5	1	4	3
49	6	1	3	3.5
49	7	1	2.5	3.5
49	8	2	4	2.5
49	9	1	3	2.5
49	10	1	3	2.5
50	1	2	2.5	2
50	2	2	3.5	3.5
50	3	1	3	2.5
50	4	1	2	3.5
50	5	1	2	2
50	6	1	4	3
50	7	1	2.5	2
50	8	1	3	3
50	9	1	4	4
50	10	1	2	4
51	1	1	4	2.5
51	2	1	2	3.5
51	3	1	3.5	2.5
51	4	2	4	2.5
51	5	1	3	3.5
51	6	2	2.5	3.5
51	7	1	2.5	3.5
51	8	1	4	3
51	9	1	3.5	2.5
51	10	1	3	3
52	1	1	3	4
52	2	1	3.5	4
52	3	2	3.5	3
52	4	1	2.5	2
52	5	2	4	2.5
52	6	1	2.5	2
52	7	2	3	2.5
52	8	1	3.5	4
52	9	1	2	4
52	10	1	3	3.5
53	1	1	2	3
53	2	2	4	4
53	3	1	3.5	3.5
53	4	2	2.5	2.5
53	5	2	3	3.5
53	6	1	3.5	2
53	7	1	2.5	3.5
53	8	1	2.5	2.5
53	9	2	4	2
53	10	2	2	2
54	1	2	2.5	3
54	2	2	2.5	3
54	3	2	2.5	3.5
54	4	2	2	2
54	5	2	3	2.5
54	6	2	4	3
54	7	2	3.5	2.5
54	8	2	3	2
54	9	2	2	3
54	10	2	3	2
55	1	1	3	3
55	2	1	2.5	3
55	3	1	3.5	4
55	4	1	3.5	3.5
55	5	1	2	2.5
55	6	1	2.5	2
55	7	1	2.5	3
55	8	1	2.5	3
55	9	1	3	2
55	10	1	4	3.5
56	1	2	3	3.5
56	2	2	2	3
56	3	2	2.5	2.5
56	4	2	3	2
56	5	2	4	2
56	6	2	2	2
56	7	2	3.5	4
56	8	2	4	3
56	9	1	3.5	4
56	10	2	3	3.5
57	1	2	2.5	3
57	2	2	3.5	2
57	3	2	4	2.5
57	4	1	2.5	4
57	5	1	4	4
57	6	1	2	4
57	7	1	3	4
57	8	2	2.5	2.5
57	9	1	2	3.5
57	10	2	2	2.5
58	1	2	2.5	2.5
58	2	2	3	2
58	3	2	3.5	2.5
58	4	2	2.5	2
58	5	2	2	2.5
58	6	2	4	3
58	7	2	2.5	2
58	8	1	2	3.5
58	9	2	3.5	2
58	10	1	3.5	4
59	1	1	2	2.5
59	2	1	2	2
59	3	1	4	4
59	4	1	4	3
59	5	1	2	3.5
59	6	1	2	2
59	7	2	3	2
59	8	1	2	2
59	9	2	3	2
59	10	2	3.5	2.5
60	1	1	3	3.5
60	2	1	3	4
60	3	1	2.5	3.5
60	4	2	3.5	3.5
60	5	1	2.5	4
60	6	1	2	2.5
60	7	1	2.5	3.5
60	8	1	2	2
60	9	1	2.5	2
60	10	1	3	4
61	1	2	3	3
61	2	1	2	3.5
61	3	2	3	2.5
61	4	2	2.5	2
61	5	2	3.5	4
61	6	2	2.5	2.5
61	7	2	4	3.5
61	8	2	4	2.5
61	9	2	2.5	3
61	10	2	4	3
62	1	2	4	3
62	2	1	2	3.5
62	3	1	3	4
62	4	2	2.5	2
62	5	1	3	4
62	6	2	3	3
62	7	2	2	3
62	8	1	2	3.5
62	9	1	2	4
62	10	2	3.5	2.5
63	1	1	3	3.5
63	2	2	4	2.5
63	3	2	2.5	2.5
63	4	2	2	2
63	5	2	2	2.5
63	6	1	2	4
63	7	1	2.5	4
63	8	2	3.5	3
63	9	2	3	2.5
63	10	1	2.5	4
64	1	1	3.5	2
64	2	1	2.5	3.5
64	3	1	2	3.5
64	4	1	3	2.5
64	5	1	3.5	3
64	6	1	4	4
64	7	1	2	3.5
64	8	2	2	2.5
64	9	1	4	2
64	10	1	3	3
65	1	2	4	2
65	2	2	3.5	4
65	3	2	2	3
65	4	1	2.5	2
65	5	2	4	2
65	6	2	3.5	2.5
65	7	2	3.5	3.5
65	8	2	3.5	3
65	9	2	4	3.5
65	10	2	3	2.5
66	1	2	3.5	3.5
66	2	1	3	3.5
66	3	1	3	2
66	4	2	4	2.5
66	5	1	2	3
66	6	1	2.5	2.5
66	7	1	4	3
66	8	1	3	3
66	9	1	4	3.5
66	10	2	3.5	4
67	1	2	2	2
67	2	2	4	3.5
67	3	1	2.5	3.5
67	4	1	3	4
67	5	1	2.5	4
67	6	1	2	4
67	7	2	2.5	2
67	8	2	2.5	3
67	9	1	3	3.5
67	10	2	2	2
68	1	2	2	2.5
68	2	1	2	3.5
68	3	1	3	4
68	4	2	2	2
68	5	1	2	2
68	6	2	4	3
68	7	1	2	2
68	8	2	3	2
68	9	2	2	2.5
68	10	1	2	2
69	1	1	2.5	3.5
69	2	1	2.5	2.5
69	3	2	4	2
69	4	2	3	4
69	5	1	4	3
69	6	1	4	3
69	7	1	4	2.5
69	8	2	4	2.5
69	9	1	3.5	2.5
69	10	1	3	2.5
70	1	2	3.5	2.5
70	2	1	4	3.5
70	3	1	3.5	3
70	4	1	2	4
70	5	2	4	4
70	6	1	2	2
70	7	1	3.5	3.5
70	8	1	4	2
70	9	1	4	4
70	10	1	4	3
71	1	1	3.5	2
71	2	1	3.5	3.5
71	3	1	4	4
71	4	1	3	2
71	5	1	4	2.5
71	6	1	3.5	2.5
71	7	1	3	3.5
71	8	1	3	3
71	9	1	4	2.5
71	10	1	2.5	2.5
72	1	1	4	3.5
72	2	2	3.5	2.5
72	3	1	3.5	2
72	4	1	3	2.5
72	5	2	2.5	3
72	6	1	3	4
72	7	1	3	2.5
72	8	2	2.5	2.5
72	9	2	2	3.5
72	10	1	2.5	2.5
73	1	1	2	4
73	2	1	2.5	3
73	3	2	3.5	3
73	4	1	2	3
73	5	2	3.5	3.5
73	6	1	2.5	3.5
73	7	1	2.5	4
73	8	2	2.5	2.5
73	9	1	4	4
73	10	1	2	3.5
74	1	1	2.5	3.5
74	2	2	4	2
74	3	2	3.5	2.5
74	4	2	4	3
74	5	2	4	3
74	6	2	2.5	2
74	7	1	4	3.5
74	8	2	3	3.5
74	9	2	2.5	2
74	10	1	2	2
75	1	2	2.5	2
75	2	2	4	3
75	3	2	3	2
75	4	2	3.5	3.5
75	5	1	2.5	3.5
75	6	2	4	3.5
75	7	1	3	3.5
75	8	1	2	3
75	9	2	3.5	3
75	10	1	2	3
76	1	2	3.5	4
76	2	2	2	2.5
76	3	2	3.5	2
76	4	2	4	3.5
76	5	2	4	2.5
76	6	2	2.5	2.5
76	7	2	4	4
76	8	2	2	3.5
76	9	2	4	3
76	10	2	2.5	2.5
77	1	1	2.5	3.5
77	2	2	3.5	2
77	3	2	2	2
77	4	2	3.5	4
77	5	1	2.5	4
77	6	2	3.5	2.5
77	7	1	2	2
77	8	1	2	3.5
77	9	1	3	4
77	10	1	2	4
78	1	1	3.5	2
78	2	1	3.5	2
78	3	1	2.5	2.5
78	4	1	3	2
78	5	1	2	2.5
78	6	1	3.5	2
78	7	1	4	3
78	8	1	2	3.5
78	9	1	3.5	2.5
78	10	1	2	4
79	1	1	3.5	4
79	2	2	3	2
79	3	1	2.5	3
79	4	2	3	3.5
79	5	1	2	3
79	6	1	3	3.5
79	7	2	3.5	3.5
79	8	1	2.5	3.5
79	9	1	4	4
79	10	2	2	2.5
80	1	2	3.5	3
80	2	2	4	2
80	3	2	3.5	4
80	4	2	4	2.5
80	5	2	2	2.5
80	6	2	4	4
80	7	2	3.5	2.5
80	8	2	2.5	3.5
80	9	2	3	2
80	10	2	2.5	2.5
81	1	2	4	3.5
81	2	2	2	3.5
81	3	2	4	3
81	4	2	2	3.5
81	5	2	2.5	3.5
81	6	2	2	2
81	7	2	4	2
81	8	2	3	4
81	9	2	2.5	3.5
81	10	1	2.5	3
82	1	2	3	3
82	2	1	2.5	3
82	3	1	2	3.5
82	4	1	2.5	2.5
82	5	1	2.5	4
82	6	2	2.5	3.5
82	7	2	3	3.5
82	8	2	3.5	2.5
82	9	2	3.5	2.5
82	10	2	4	3
83	1	1	2.5	2.5
83	2	2	2	2.5
83	3	2	2.5	2.5
83	4	2	4	2
83	5	1	2	2.5
83	6	1	3	4
83	7	1	4	3.5
83	8	1	2	4
83	9	1	4	4
83	10	1	3	3.5
84	1	2	2.5	3.5
84	2	2	4	3.5
84	3	2	3.5	3
84	4	1	3.5	2
84	5	1	2.5	2
84	6	1	2.5	4
84	7	2	4	2
84	8	1	3.5	2.5
84	9	2	2.5	3
84	10	2	3	3.5
85	1	2	3	3
85	2	2	4	2.5
85	3	2	3.5	2
85	4	2	4	4
85	5	1	3	3.5
85	6	1	2	3
85	7	1	2	3.5
85	8	1	3	3
85	9	1	2	3.5
85	10	1	2.5	2
86	1	1	2	3
86	2	1	4	3
86	3	2	3.5	2.5
86	4	1	2.5	3.5
86	5	1	2	3
86	6	1	4	4
86	7	1	2.5	3.5
86	8	1	4	3.5
86	9	1	3	3.5
86	10	1	3	3
87	1	2	3.5	4
87	2	1	4	2.5
87	3	2	3.5	3
87	4	2	4	2.5
87	5	2	3	2
87	6	1	4	2
87	7	1	2	2
87	8	2	2	2.5
87	9	2	2.5	2
87	10	1	3.5	4
88	1	1	3.5	2
88	2	2	3.5	2.5
88	3	1	3.5	4
88	4	1	2	4
88	5	2	4	2.5
88	6	1	2.5	2.5
88	7	1	2	3
88	8	1	2.5	4
88	9	1	2.5	3.5
88	10	2	2.5	2.5
89	1	2	3.5	2
89	2	2	3	3.5
89	3	2	3	3
89	4	2	2	2.5
89	5	1	2	4
89	6	2	2	4
89	7	1	2.5	2
89	8	2	3	2.5
89	9	2	2.5	4
89	10	1	2.5	3
90	1	1	3.5	3.5
90	2	1	2	2
90	3	2	4	3
90	4	1	3.5	3
90	5	2	3.5	3
90	6	2	3	2
90	7	1	2	2.5
90	8	2	3.5	4
90	9	1	2	3.5
90	10	1	2	3
91	1	1	3	2.5
91	2	2	4	4
91	3	2	3.5	3.5
91	4	1	2.5	2.5
91	5	2	3	2
91	6	2	3	2
91	7	2	3	2
91	8	1	2	4
91	9	2	3	3.5
91	10	2	2.5	3.5
92	1	1	2.5	4
92	2	1	3	4
92	3	1	2	2.5
92	4	1	3	4
92	5	1	4	4
92	6	1	4	2.5
92	7	2	4	4
92	8	1	3	3
92	9	2	3	3
92	10	1	3	4
93	1	2	4	2
93	2	1	2.5	4
93	3	2	2.5	3.5
93	4	2	3.5	3
93	5	2	3.5	2.5
93	6	2	2.5	2
93	7	1	2	4
93	8	2	3	4
93	9	2	3.5	4
93	10	1	2	3.5
94	1	1	4	2
94	2	1	2	2
94	3	1	3	4
94	4	1	4	2.5
94	5	1	3	3
94	6	1	3.5	3.5
94	7	1	4	3
94	8	1	3	2.5
94	9	2	4	3.5
94	10	1	3	2
95	1	1	2	4
95	2	1	2.5	2
95	3	1	2	2
95	4	1	3	3.5
95	5	1	2	2.5
95	6	1	3.5	3.5
95	7	1	3	2
95	8	2	3.5	3
95	9	1	3.5	3
95	10	1	2.5	2
96	1	2	2	3.5
96	2	2	2	2
96	3	2	2.5	4
96	4	2	3	2
96	5	1	2.5	2
96	6	2	4	4
96	7	2	3.5	4
96	8	1	2.5	3
96	9	2	3	3.5
96	10	2	3	4
97	1	1	2	3
97	2	2	4	2.5
97	3	1	2	3.5
97	4	1	2.5	2
97	5	2	2	3.5
97	6	1	3	3
97	7	1	3.5	3.5
97	8	2	4	4
97	9	1	2	3
97	10	1	3	2.5
98	1	2	4	3
98	2	2	3	3
98	3	2	3.5	3
98	4	1	2	3
98	5	1	3	2.5
98	6	2	3	4
98	7	2	3.5	2.5
98	8	2	2.5	2.5
98	9	1	2	2.5
98	10	2	2	4
99	1	2	4	3.5
99	2	1	2	3.5
99	3	1	4	2.5
99	4	1	3.5	3.5
99	5	1	3.5	4
99	6	1	3.5	3.5
99	7	1	2.5	4
99	8	2	2	3
99	9	1	2.5	3
99	10	1	2	2.5
100	1	1	4	2
100	2	1	3.5	3
100	3	1	3.5	2.5
100	4	1	2.5	3.5
100	5	1	3.5	4
100	6	1	3	2
100	7	1	3	2.5
100	8	2	3	2.5
100	9	1	3	2.5
100	10	1	3	3
101	1	2	3.5	3
101	2	2	4	3
101	3	2	3.5	4
101	4	2	3.5	2
101	5	2	2	2
101	6	2	3.5	2.5
101	7	2	2	2.5
101	8	1	3.5	3
101	9	2	3.5	3.5
101	10	1	2	4
102	1	1	4	3.5
102	2	2	4	2.5
102	3	2	4	3.5
102	4	2	3	3
102	5	2	2	2.5
102	6	2	2	2.5
102	7	2	2	4
102	8	2	3.5	3.5
102	9	2	4	3.5
102	10	1	3	4
103	1	2	2	2.5
103	2	1	2.5	4
103	3	1	3.5	4
103	4	2	2	2
103	5	1	3	3
103	6	2	4	3.5
103	7	1	2	4
103	8	2	2	3
103	9	2	2.5	2
103	10	1	2.5	3.5
104	1	1	2.5	4
104	2	2	3	3
104	3	1	3.5	4
104	4	2	4	3.5
104	5	1	3	4
104	6	2	2.5	4
104	7	1	3.5	3.5
104	8	1	2	3
104	9	2	4	2
104	10	2	3.5	3
105	1	2	3.5	3
105	2	1	2	2.5
105	3	2	3.5	2.5
105	4	1	2	2
105	5	1	4	3.5
105	6	1	3	3.5
105	7	2	2.5	3.5
105	8	2	3	2
105	9	2	3	3.5
105	10	1	3	3
106	1	1	2	3.5
106	2	1	3	4
106	3	2	3.5	2
106	4	2	2	4
106	5	2	2.5	4
106	6	2	3	2
106	7	2	2	3
106	8	1	2.5	3.5
106	9	2	3	4
106	10	2	2	3.5
107	1	2	3.5	2.5
107	2	1	2	3.5
107	3	1	3	3
107	4	2	2.5	2
107	5	1	3.5	3
107	6	2	3	2.5
107	7	1	2.5	3.5
107	8	1	2	4
107	9	1	3	2
107	10	2	3	2
108	1	2	3.5	2
108	2	2	2	2.5
108	3	2	4	4
108	4	2	3	3
108	5	1	3	4
108	6	1	2	2
108	7	2	4	2.5
108	8	2	2.5	2
108	9	2	2	2
108	10	1	2	3.5
109	1	2	3	2
109	2	2	2	3.5
109	3	2	4	4
109	4	2	3.5	2.5
109	5	2	4	2.5
109	6	2	4	3
109	7	2	4	2
109	8	2	3	3.5
109	9	2	2.5	3
109	10	2	4	3
110	1	1	3	3
110	2	1	2.5	3
110	3	1	3.5	2
110	4	1	2.5	3
110	5	1	3	2.5
110	6	1	4	4
110	7	1	2.5	2
110	8	1	3.5	2.5
110	9	1	2	3.5
110	10	1	4	3.5
111	1	2	2.5	2
111	2	1	2.5	3
111	3	2	2	2
111	4	1	2	4
111	5	1	4	4
111	6	2	2	3
111	7	1	3	3.5
111	8	2	4	3.5
111	9	1	3.5	4
111	10	1	2	3.5
112	1	2	4	3
112	2	2	4	2
112	3	1	2.5	3.5
112	4	1	3.5	3
112	5	2	3	2
112	6	1	3.5	3.5
112	7	2	3	2
112	8	1	3	2
112	9	2	4	2
112	10	2	2	2
113	1	1	3	3
113	2	1	3	3
113	3	2	3.5	3.5
113	4	1	3.5	2.5
113	5	1	3.5	2.5
113	6	1	2.5	3
113	7	1	3.5	2
113	8	1	3	3
113	9	1	4	3
113	10	1	2	4
114	1	1	3	4
114	2	2	3	2
114	3	2	3.5	2.5
114	4	1	3	3
114	5	1	3	4
114	6	1	4	4
114	7	2	3.5	2.5
114	8	2	3.5	2.5
114	9	1	3	2.5
114	10	2	3	3.5
115	1	2	3	3.5
115	2	1	3.5	3
115	3	1	3	3
115	4	2	4	2.5
115	5	1	3	3.5
115	6	1	3	4
115	7	1	2.5	4
115	8	1	3.5	3.5
115	9	1	2.5	3
115	10	1	3	3.5
116	1	2	4	3.5
116	2	2	2	2.5
116	3	1	2	3.5
116	4	2	3.5	2
116	5	1	3	3
116	6	2	2.5	2.5
116	7	1	4	3.5
116	8	1	2.5	4
116	9	2	3	3.5
116	10	1	2	3.5
117	1	2	4	2.5
117	2	1	3.5	2
117	3	1	3.5	3
117	4	1	3	4
117	5	1	2.5	2
117	6	1	2	4
117	7	1	3.5	4
117	8	1	2.5	2
117	9	2	4	2
117	10	1	2	2
118	1	1	2	4
118	2	1	3.5	4
118	3	1	3.5	4
118	4	1	3	4
118	5	1	4	3.5
118	6	1	2	2
118	7	1	2	3
118	8	1	2	2.5
118	9	2	3.5	2
118	10	1	2.5	2.5
119	1	2	2	2.5
119	2	1	2.5	2.5
119	3	2	4	2.5
119	4	2	3.5	2.5
119	5	1	2	4
119	6	1	2	4
119	7	1	2.5	3
119	8	2	2.5	2
119	9	1	2	3
119	10	1	2	2.5
120	1	2	2.5	2
120	2	1	3	2
120	3	1	2	3.5
120	4	1	2	4
120	5	1	2	3.5
120	6	1	3	2.5
120	7	1	3	3.5
120	8	1	2.5	3.5
120	9	1	2	3.5
120	10	1	2.5	2.5
121	1	1	3	4
121	2	1	3	3
121	3	1	3.5	3.5
121	4	1	3.5	4
121	5	1	4	2
121	6	1	2	2
